FNFNUM,CHEM,PPCO
411,BETA-SITOSTEROL,SD
411,BORON,SD
411,CAFFEIC-ACID,PL
411,CALCIUM,SD
411,CAMPESTEROL,SD
411,CARBOHYDRATES,SD
411,CARNAUBIC-ACID,SD
411,CHLORINE,SD
411,CHLOROGENIC-ACID,PL
411,CITRIC-ACID,LF
411,CYANIDIN,PL
411,CYSTINE,SD
411,FAGOPYRIN,PL
411,FAT,SD
411,FIBER,SD
411,GLUTAMIC-ACID,SD
411,GLYCINE,SD
411,HCN,SD
411,HISTIDINE,SD
411,HOMOORIENTIN,CY
411,IODINE,SD
411,IRON,SD
411,ISOLEUCINE,SD
411,KILOCALORIES,SD
411,L-SACCHAROPINE,SD
411,LEUCINE,SD
411,LINOLEIC-ACID,SD
411,LINOLENIC-ACID,SD
411,LYSINE,SD
411,LYSOPHOSPHATIDYLCHOLINE,SD
411,LYSOPHOSPHATIDYLETHANOLAMINE,SD
411,LYSOPHOSPHATIDYLSERINE,SD
411,MALIC-ACID,LF
411,MALTASE,SD
411,MOLYBDENUM,SD
411,MYRISTIC-ACID,SD
411,NIACIN,SD
411,NICKEL,SD
411,OLEIC-ACID,SD
411,ORIENTIN,CY
411,OXALIC-ACID,LF
411,PALMITIC-ACID,SD
411,PANTOTHENIC-ACID,SD
411,PHENYLALANINE,SD
411,PHOSPHATIDYL-CHOLINE,SD
411,PHOSPHATIDYL-ETHANOLAMINE,SD
411,PHOSPHATIDYL-SERINE,SD
411,PHOSPHOLIPIDS,SD
411,PHOSPHORUS,SD
411,PHYTIN,SD
411,PHYTOSTEROLS,SD
411,POTASSIUM,SD
411,PROLINE,SD
411,PROTEIN,SD
411,QUERCETIN,PL
411,RIBOFLAVIN,SD
411,RUTIN,FL
411,RUTIN,LF
411,RUTIN,PL
411,RUTIN,ST
411,SAPONARETIN,CY
411,SELENIUM,SD
411,SERINE,SD
411,SILICIC-ACID,PL
411,SODIUM,SD
411,STARCH,SD
411,STEARIC-ACID,SD
411,STIGMASTEROL,SD
411,THIAMIN,SD
411,THREONINE,SD
411,TOCOPHEROL,SD
411,TRYPTOPHAN,SD
411,TYROSINE,SD
411,VALINE,SD
411,VITEXIN,CY
411,WATER,SD
412,BYAKANGELICIN,PL
412,BYAKANGELICOL,PL
412,COUMARIN,PL
412,EO,FR
412,FERULIN,PL
412,ISOPIMPINELLIN,PL
412,PHELLOPTERIN,PL
413,2-BUTYLMETHYL-DISULFIDE,GU
413,2-BUTYLMETHYL-TETRASULFIDE,GU
413,2-BUTYLMETHYL-TRISULFIDE,GU
413,ALLYLPROPYL-SULFIDE,GU
413,ALPHA-PINENE,EO
413,ASARESINOTANNOL,GU
413,ASH,PL
413,BASSORIN,GU
413,BETA-PINENE,EO
413,BUTYLPROPENYL-DISULFIDE,EO
413,BYAKANGELICOL,PL
413,CADINENE,EO
413,DIALLYL-SULFIDE,GU
413,EO,GU
413,FARNESFEROL,GU
413,FERULIC-ACID,EO
413,FOETIDIN,GU
413,GALACTOSE,GU
413,GLUCOSE,GU
413,GLUCURONIC-ACID,GU
413,GUM,PL
413,ISOPIMPINELLIN,PL
413,KAMOLONOL,PL
413,L-ARABINOSE,GU
413,OXYDASE,PL
413,PROPENYL-SULFIDE,GU
413,RESIN,PL
413,RHAMNOSE,GU
413,SEC-BUTYL-PROPENYL-DISULFIDE,RE
413,UMBELLIFERONE,EO
413,VALERIC-ACID,EO
413,VANILLIN,PL
414,10-EPIJUNENOL,GU
414,10-EPIJUNENYL-ACETATE,PL
414,12-TRIDECANOLIDE,PL
414,13-TETRADECANOLIDE,PL
414,14-PENTADECANOLIDE,PL
414,15-HEXADECANOLIDE,PL
414,"15-METHYL-15,1-CYCLOPENTADECANOLIDE",PL
414,"2,6-DIETHYL-3-METHYLPYRAZINE",PL
414,2-METHOXY-3-SEC-BUTYL-PYRAZINE,PL
414,2-METHOXY-SEC-BUTYLPYRAZINE,PL
414,ALPHA-CADINOL,PL
414,ALPHA-EUDESMOL,PL
414,ALPHA-FENCHOL,PL
414,ALPHA-FENCHYL-ACETATE,PL
414,ALPHA-FENCHYL-ALCOHOL,PL
414,ALPHA-PINENE,PL
414,ALPHA-TERPINYL-ACETATE,PL
414,BETA-EUDESMOL,PL
414,BETA-PINENE,PL
414,BORNYL-ACETATE,PL
414,BULNESOL,PL
414,CADINENE,PL
414,"CIS,TRANS-PROPENYL-DISULFIDE",PL
414,CIS-OCIMENE,PL
414,"CIS-UNDECA-1,3,5-TRIENE",GU
414,DELTA-3-CARENE,PL
414,EO,GU
414,EPISHYOBUNOL,PL
414,EPISHYOBUNYL-ACETATE,PL
414,GALBANIC-ACID,PL
414,GALBANOL,PL
414,GALBARESINIC-ACID,PL
414,GALBARESINOTANNOL,PL
414,GAMMA-EUDESMOL,PL
414,GUAIAZULENE,GU
414,GUAIOL,GU
414,ISOBUTYL-DISULFIDE,PL
414,ISOGUAJAZULENE,PL
414,ISOPROPYL-3-METHYLBUT-Z-ENETHIOATE,PL
414,LINALOL,GU
414,LINALYL-ACETATE,PL
414,MYRCENE,PL
414,RESINIC-ACID,GU
414,S-ISOPROPYL-3-METHYLBUTANETHIOATE,GU
414,SEC-BUTYL-3-METHYL-Z-ENETHIOATE,PL
414,SEC-BUTYL-3-METHYLBUTANETHIOATE,PL
414,SHYOBUNOL,PL
414,SHYOBUNYL-ACETATE,PL
414,TERPINEOL,GU
414,TERPINOLENE,GU
414,TRANS-OCIMENE,PL
414,"TRANS-UNDECA-1,3,5-TRIENE",GU
414,TRICYCLENE,PL
414,UMBELLIFERONE,GU
415,AZULENE,FR
415,CHAMAZULENE,PL
415,CUMINALDEHYDE,FR
415,D-A-PINENE,FR
415,D-L-PINENE,PL
415,DL-CADINENE,PL
415,EO,FR
415,EO,RT
415,JAESCHFERIN,PL
415,JAESCHKEANADIOL,PL
415,L-CADINENE,PL
415,S-GUAIZULENE,PL
416,ANGELIC-ACID,PL
416,BETAINE,PL
416,BUTYRIC-ACID,PL
416,EO,PL
416,METHYL-CROTONIC-ACID,PL
416,RESIN,PL
416,SUMBULENE,PL
416,SUMBULIC-ACID,PL
416,UMBELLIFERONE,PL
416,VALERIANIC-ACID,PL
416,VANILLIC-ACID,PL
417,ACIDS,FR
417,ALANINE,FR
417,ALKALOIDS,FR
417,ALKALOIDS,LF
417,APIGENIN-GLYCOSIDES,FR
417,ARABINOSE,FR
417,ARACHIDIC-ACID,SD
417,ARGININE,FR
417,ASCORBIC-ACID,FR
417,ASCORBIC-ACID,LF
417,ASH,FR
417,ASH,LF
417,ASPARTIC-ACID,FR
417,BERGAPTEN,LF
417,BETA-AMYRIN,LF
417,BETA-CAROTENE,FR
417,BETA-SITOSTEROL,LF
417,BORIC-ACID,FR
417,BORON,FR
417,CADALENE,LF
417,CAFFEIC-ACID,PL
417,CALCIUM,FR
417,CALCIUM,LF
417,CAOUTCHOUC,LX
417,CARBOHYDRATES,FR
417,CARBOHYDRATES,LF
417,CAROTENE,LF
417,CEROTINIC-ACID,LX
417,CHLOROPHYLL-A,FR
417,CHLOROPHYLL-B,FR
417,CITRIC-ACID,FR
417,COPPER,FR
417,COUMARINS,LF
417,CYSTINE,FR
417,DIASTASE,LX
417,ESTERASE,LX
417,FAT,FR
417,FAT,LF
417,FAT,SD
417,FERULIC-ACID,PL
417,FIBER,FR
417,FIBER,LF
417,FICIN,LX
417,FICUSIN,LF
417,FLAVONOIDS,LF
417,FRUCTOSE,FR
417,FUCOSOGENIN,LF
417,FUMARIC-ACID,FR
417,FURANOCOUMARIN,LF
417,GALACTOSE,LF
417,GALACTURONIC-ACID,LF
417,GLUCOSE,FR
417,GLUTAMIC-ACID,FR
417,GLYCINE,FR
417,GLYCOSIDES,FR
417,GUAIACOL,LF
417,GUAIAZULENE,RT
417,HEMICELLULOSE,FR
417,HISTIDINE,FR
417,INVERT-SUGAR,FR
417,IRON,FR
417,ISOLEUCINE,FR
417,ISOSCHAFTOSIDE,FR
417,KAEMPFEROL,PL
417,KILOCALORIES,FR
417,LEUCINE,FR
417,LINOLEIC-ACID,FR
417,LINOLEIC-ACID,SD
417,LINOLENIC-ACID,SD
417,LIPASE,LX
417,LUPEOL,LF
417,LUTEIN,FR
417,LYSINE,FR
417,MAGNESIUM,FR
417,MALIC-ACID,FR
417,MALIC-ACID,LF
417,MALONIC-ACID,FR
417,MANGANESE,FR
417,METHIONINE,FR
417,MUCILAGE,FR
417,MUFA,FR
417,MYRISTIC-ACID,FR
417,NEOXANTHIN,LF
417,NIACIN,FR
417,OLEIC-ACID,FR
417,OLEIC-ACID,SD
417,OXALIC-ACID,FR
417,P-CYMENE,LF
417,PALMITIC-ACID,FR
417,PALMITIC-ACID,SD
417,PANTOTHENIC-ACID,FR
417,PECTIN,FR
417,PECTIN,LF
417,PENTOSAN,LF
417,PENTOSANS,FR
417,PHENYLALANINE,FR
417,PHOSPHORUS,FR
417,PHYTOSTEROLS,FR
417,POTASSIUM,FR
417,PROLINE,FR
417,PROTEASE,LX
417,PROTEIN,FR
417,PROTEIN,LF
417,PSORALEN,LF
417,PUFA,FR
417,PYRROLIDINE-CARBOXYLIC-ACID,FR
417,QUERCETIN,PL
417,QUINIC-ACID,FR
417,RHAMNOSE,LF
417,RIBOFLAVIN,FR
417,RUTIN,LF
417,SCHAFTOSIDE,FR
417,SERINE,FR
417,SFA,FR
417,SODIUM,FR
417,STEARIC-ACID,FR
417,STEARIC-ACID,SD
417,STIGMASTEROL,LF
417,SUCCINIC-ACID,FR
417,SUCROSE,FR
417,THIAMIN,FR
417,THREONINE,FR
417,TRYPTOPHAN,FR
417,TYROSINE,FR
417,UMBELLIFERONE,LF
417,VALINE,FR
417,VIOLAXANTHIN,FR
417,VIT-B-6,FR
417,WATER,FR
417,WATER,LF
417,XANTHOTOXIN,LF
417,XANTHOTOXOL,LF
417,XYLOSE,LF
417,ZINC,FR
418,2-HYDROXYPHENYLMETHYL-BETA-D-GLUCOPYRANOSIDE,FL
418,ANTHOCYANIDIN,FL
418,AVICULARIN,LF
418,CITRIC-ACID,FL
418,COUMARIN,PL
418,ETHYL-BENZOATE,FL
418,ETHYL-SALICYLATE,PL
418,FILALBIN,LF
418,GAULTHERIN,FL
418,HELIOTROPINE,FL
418,HYPEROSIDE,LF
418,ISOAMYL-AMINE,FL
418,ISOBUTYL-AMINE,FL
418,ISOSALICIN,FL
418,METHOXY-BENZALDEHYDE,PL
418,METHYL-SALICYLATE,FL
418,MONOTROPIN,PL
418,PHENETHYL-PHENYLACETATE,FL
418,QUERCETIN,FL
418,QUERCETIN-DIPENTOSIDE,LF
418,RUTIN,PL
418,SALICIN,FL
418,SALICYLALDEHYDE,EO
418,SALICYLIC-ACID,FL
418,SPIRAEIN,FL
418,SPIRAEOSIDE,FL
418,VANILLIN,FL
419,ARSENIC,SD
419,CAFFEINE,SD
419,CALCIUM,SD
419,COPPER,SD
419,IRON,SD
419,MAGNESIUM,SD
419,MANGANESE,SD
419,MERCURY,SD
419,POTASSIUM,SD
419,SODIUM,SD
419,STERCULIC-ACID,SD
419,ZINC,SD
420,"1,8-CINEOLE",FR
420,"1,8-CINEOLE",PL
420,3-CARENE,FR
420,5-METHOXY-PSORALEN,FR
420,8-METHOXY-PSORALEN,FR
420,ALANINE,FR
420,ALPHA-PHELLANDRENE,FR
420,ALPHA-PHELLANDRENE,PL
420,ALPHA-PINENE,FR
420,ALPHA-PINENE,PL
420,ALPHA-TERPINENE,FR
420,ALPHA-TERPINENE,PL
420,ALPHA-TERPINEOL,FR
420,ALPHA-THUJENE,FR
420,ALUMINUM,SD
420,ANISALDEHYDE,FR
420,ANISIC-ACID,FR
420,ANISIC-KETONE,FR
420,APIOLE,FR
420,ARGININE,FR
420,ASCORBIC-ACID,FR
420,ASCORBIC-ACID,PL
420,ASH,FR
420,ASH,PL
420,ASPARTIC-ACID,FR
420,AVICULARIN,LF
420,BENZOIC-ACID,FR
420,BERGAPTEN,FR
420,BETA-CAROTENE,FR
420,BETA-CAROTENE,PL
420,BETA-PHELLANDRENE,FR
420,BETA-PINENE,FR
420,BETA-PINENE,PL
420,BETA-SITOSTEROL,FR
420,BORON,LF
420,CAFFEIC-ACID,FR
420,CALCIUM,FR
420,CALCIUM,LF
420,CARBOHYDRATES,FR
420,CARBOHYDRATES,PL
420,CERYL-ALCOHOL,FR
420,CHOLINE,SD
420,CHROMIUM,FR
420,CINNAMIC-ACID,FR
420,CIS-ANETHOLE,FR
420,CIS-ANETHOLE,PL
420,CIS-OCIMENE,FR
420,CITRIC-ACID,FR
420,COBALT,FR
420,COLUMBIANETIN,FR
420,COPPER,FR
420,CYNARIN,PL
420,CYSTINE,FR
420,D-LIMONENE,FR
420,DIANETHOLE,FR
420,DILLAPIOL,ER
420,DIPENTENE,EO
420,EO,FR
420,EO,PL
420,ESTRAGOLE,FR
420,FAT,FR
420,FAT,PL
420,FENCHONE,FR
420,FENCHONE,PL
420,FENCHYL-ALCOHOL,ED
420,FERULIC-ACID,FR
420,FIBER,FR
420,FIBER,PL
420,FUMARIC-ACID,FR
420,GAMMA-TERPINENE,FR
420,GAMMA-TERPINENE,PL
420,GAMMA-TOCOTRIENOL,FR
420,GENTISIC-ACID,FR
420,GLUTAMIC-ACID,FR
420,GLYCINE,FR
420,GLYCOLLIC-ACID,PL
420,HISTIDINE,FR
420,IMPERATORIN,FR
420,IODINE,FR
420,IRON,FR
420,IRON,PL
420,ISOLEUCINE,FR
420,ISOPIMPINELLIN,FR
420,ISOQUERCITRIN,FR
420,KAEMPFEROL,PL
420,KAEMPFEROL-3-ARABINOSIDE,LF
420,KAEMPFEROL-3-GLUCURONIDE,LF
420,L-LIMONENE,FR
420,LINALOL,FR
420,LINALOL,PL
420,LINOLEIC-ACID,FR
420,MAGNESIUM,FR
420,MALIC-ACID,FR
420,MANGANESE,FR
420,MARMESIN,FR
420,METHIONINE,FR
420,METHYL-CHAVICOL,FR
420,METHYL-CHAVICOL,PL
420,MYRCENE,FR
420,MYRISTICIN,FR
420,N-DOCOSYL-ARACHIDATE,PL
420,N-EICOSYL-ARACHIDATE,PL
420,N-HEXACOSYL-ARACHIDATE,PL
420,N-OCTACOSYL-ARACHIDATE,PL
420,N-TETRACOSYL-ARACHIDATE,PL
420,N-TRIACONTYL-ARACHIDATE,PL
420,NIACIN,FR
420,NIACIN,PL
420,NICKEL,FR
420,O-COUMARIC-ACID,FR
420,OLEIC-ACID,FR
420,OSTHENOL,FR
420,P-COUMARIC-ACID,FR
420,P-CYMENE,FR
420,P-HYDROXY-BENZOIC-ACID,FR
420,P-HYDROXYCINNAMIC-ACID,FR
420,PALMITIC-ACID,FR
420,PECTIN,FR
420,PETROSELINIC-ACID,FR
420,PHENYLALANINE,FR
420,PHOSPHORUS,FR
420,PHOSPHORUS,PL
420,PHOTOANTHEOLE,FR
420,POTASSIUM,FR
420,POTASSIUM,PL
420,PROLINE,FR
420,PROTEIN,FR
420,PROTEIN,PL
420,PROTOCATECHUIC-ACID,FR
420,PSORALEN,FR
420,QUERCETIN,FR
420,QUERCETIN-3-ARABINOSIDE,PL
420,QUERCETIN-3-GLUCURONIDE,PL
420,QUERCETIN-3-L-ARABINOSIDE,PL
420,QUINIC-ACID,FR
420,RIBOFLAVIN,FR
420,RIBOFLAVIN,PL
420,RUTIN,FR
420,SABINENE,FR
420,SCOPARONE,FR
420,SCOPOLETIN,FR
420,SELENIUM,FR
420,SERINE,FR
420,SESELIN,FR
420,SHIKIMIC-ACID,FR
420,SILICON,FR
420,SINAPIC-ACID,FR
420,SODIUM,FR
420,STIGMASTEROL,FR
420,STIGMASTEROL,RT
420,STIGMASTEROL-PALMITATE,RT
420,SUGAR,FR
420,SYRINGIC-ACID,FR
420,TARTARIC-ACID,FR
420,TERPINEN-4-OL,FR
420,TERPINOLENE,FR
420,TERPINOLENE,PL
420,THIAMIN,FR
420,THIAMIN,PL
420,THREONINE,FR
420,TIN,FR
420,TOCOPHEROL,FR
420,"TRANS-1,8-TERPIN",FR
420,TRANS-ANETHOLE,FR
420,TRANS-ANETHOLE,PL
420,TRANS-OCIMENE,FR
420,TRIGONELLINE,FR
420,TRYPTOPHAN,FR
420,TYROSINE,FR
420,UMBELLIFERONE,FR
420,UMBELLIFERONE,RT
420,UREASE,LF
420,UREASE,RT
420,UREASE,ST
420,VALINE,FR
420,VANILLIC-ACID,FR
420,VANILLIN,FR
420,WATER,FR
420,WATER,PL
420,XANTHOTOXIN,FR
420,ZINC,FR
421,ARCTIIN,FR
421,BETULINIC-ACID,FR
421,CALCIUM,FR
421,COPPER,FR
421,D-PINORESINOL,FR
421,D-PINORESINOL-BETA-D-GLUCOSIDE,FR
421,FORSYTHID,FR
421,FORSYTHIDMETHYLETHER,FR
421,FORSYTHOSIDE-A,LF
421,FORSYTHOSIDE-B,LF
421,FORSYTHOSIDE-C,LF
421,FORSYTHOSIDE-D,LF
421,IRON,FR
421,MAGNESIUM,FR
421,MANGANESE,FR
421,MATAIRESINOSIDE,FR
421,OLEANOLIC-ACID,FR
421,PHILLYGENIN,FR
421,PHILLYRIN,BK
421,PHILLYRIN,FR
421,PHILLYRIN,LF
421,POTASSIUM,FR
421,QUERCETIN,FL
421,RUTIN,FL
421,RUTIN,FR
421,SODIUM,FR
421,SUSPENSASIDE,FR
421,SYRINGIN,LF
421,URSOLIC-ACID,FR
421,ZINC,FR
422,(+)-ABSCISIC-ACID,PL
422,2-HEXEN-1-AL,PL
422,2-METHYL-NAPHTHALENE,PL
422,ALANINE,FR
422,ALPHA-LINOLENIC-ACID,FR
422,ALPHA-TERPINEOL,LF
422,ALPHA-TOCOPHEROL,FR
422,ALUMINUM,FR
422,ANTHOCYANIN,PL
422,ARBUTIN,LF
422,ARGININE,FR
422,ARSENIC,FR
422,ASCORBIC-ACID,FR
422,ASCORBIC-ACID,LF
422,ASH,FR
422,ASPARAGINE,PL
422,ASPARAGINIC-ACID,PL
422,ASPARTIC-ACID,FR
422,BETA-CAROTENE,FR
422,BORON,FR
422,BROMINE,FR
422,CADMIUM,FR
422,CAFFEIC-ACID,FR
422,CALCIUM,FR
422,CARBOHYDRATES,FR
422,CATECHOL,FR
422,CHLOROGENIC-ACID,FR
422,CHROMIUM,FR
422,CINNAMIC-ACID-METHYL-ESTER,PL
422,CIS-3-HEXEN-1-OL,PL
422,CITRAL,LF
422,CITRIC-ACID,FR
422,COBALT,FR
422,COPPER,FR
422,CYANIDIN,PL
422,CYSTINE,FR
422,DIHYDROTRIMETHYLNAPHTHALENE,LF
422,ELLAGIC-ACID,FR
422,ELLAGIC-ACID,LF
422,ELLAGIC-ACID,SD
422,ELLAGITANNIN,LF
422,EO,PL
422,FAT,FR
422,FAT,SD
422,FIBER,FR
422,FLUORINE,FR
422,FOLACIN,FR
422,FURFURAL,LF
422,GALLIC-ACID,FR
422,GAMMA-AMINOBUTYRIC-ACID,PL
422,GENTISIC-ACID,FR
422,GLUTAMIC-ACID,FR
422,GLUTAMINE,PL
422,GLYCINE,FR
422,HISTIDINE,FR
422,IODINE,PL
422,IRON,FR
422,ISOLEUCINE,FR
422,KAEMPFEROL,LF
422,KAEMPFEROL-3-BETA-GLUCURONIDE,PL
422,KAEMPFEROL-3-BETA-MONOGLUCOSIDE,FR
422,KAEMPFEROL-7-MONOGLUCOSIDE,FR
422,KILOCALORIES,FR
422,LECITHIN,FR
422,LEUCINE,FR
422,LEUCOANTHOCYANIN,LF
422,LINALOL,LF
422,LINOLEIC-ACID,FR
422,LINOLEIC-ACID,SD
422,LINOLENIC-ACID,SD
422,LUTEIN,FR
422,LUTEOFOROL,LF
422,LYSINE,FR
422,MAGNESIUM,FR
422,MALIC-ACID,FR
422,"MALVIDIN-3,5-DIGLUCOSIDE",FR
422,MANGANESE,FR
422,MERCURY,FR
422,METHIONINE,FR
422,METHYL-FURFURAL,PL
422,METHYL-SALICYLATE,LF
422,MOLYBDENUM,FR
422,MUFA,FR
422,N-NONAL,LF
422,N-NONANOL,LF
422,N-OCTANOL,LF
422,NEO-CHLOROGENIC-ACID,FR
422,NIACIN,FR
422,NICKEL,FR
422,NICOTINIC-ACID,PL
422,NITROGEN,FR
422,OLEIC-ACID,FR
422,OLEIC-ACID,SD
422,P-COUMARIC-ACID,FR
422,P-HYDROXY-BENZOIC-ACID,FR
422,PALMITIC-ACID,FR
422,PALMITOLEIC-ACID,FR
422,PANTOTHENIC-ACID,FR
422,PECTIN,FR
422,PELARGONIC-ACID,LF
422,PELARGONIDIN-3-MONOGLUCOSIDE,FR
422,PHOSPHORUS,FR
422,PHYTOSTEROLS,FR
422,POTASSIUM,LF
422,POTASSIUM-OXIDE,PL
422,PROLINE,FR
422,PROTEIN,FR
422,PROTOCATECHUIC-ACID,FR
422,PUFA,FR
422,QUERCETIN,LF
422,QUERCETIN-3-BETA-GLUCURONIDE,FR
422,QUERCETIN-3-BETA-MONOGLUCOSIDE,FR
422,QUERCITRIN,LF
422,RIBOFLAVIN,FR
422,RUBIDIUM,FR
422,SALICYLIC-ACID,FR
422,SELENIUM,FR
422,SERINE,FR
422,SFA,FR
422,SILICON,FR
422,SODIUM,FR
422,STEARIC-ACID,FR
422,SULFUR,FR
422,TANNIN,LF
422,THIAMIN,FR
422,THREONINE,FR
422,TRYPTOPHAN,FR
422,VALINE,FR
422,VANILLIC-ACID,FR
422,VIT-B-6,FR
422,WATER,FR
422,ZINC,FR
423,"1,8-DIHYDRO-2-ACETYL-NAPHTHALENE",BK
423,1-MONOGLUCOSIDEMODIN,PL
423,ALOE-EMODIN,PL
423,ALOIN,PL
423,AMYGDALIN,PL
423,ANTHRAQUINONES,BK
423,ANTHRONE,BK
423,ANTHRONE-GLYCOSIDE,BK
423,ARACHIDIC-ACID,PL
423,ARMEPAVINE,BK
423,BARBALOIN,BK
423,BETA-CAROTENE,FR
423,CHRYSOPHANOL,BK
423,DESOXYBARBALOIN,PL
423,EMODIN,BK
423,EMODIN-1-GLUCOSIDE,PL
423,EMODIN-8-GLUCOSIDE,PL
423,EMODIN-8-O-BETA-GENTIOBIOSIDE,BK
423,EMODIN-DIANTHRONE,BK
423,FRANGANINE,PL
423,FRANGUFOLINE,PL
423,FRANGULANINE-B,PL
423,FRANGULAROSIDE,PL
423,FRANGULIN-A,PL
423,FRANGULIN-B,PL
423,GALLO-TANNIN,PL
423,GLUCOFRANBGULOSIDES,BK
423,GLUCOFRANGULIN-A,PL
423,GLUCOFRANGULIN-B,PL
423,HELICIN,PL
423,JESTERINE,PL
423,KAEMPFEROL,SD
423,PALMIDIN-B,FR
423,PALMIDIN-C,BK
423,PHYSCION,BK
423,RHAMNINASE,PL
423,RHAMNOL,PL
423,ROBININ,SD
423,TANNIN,BK
423,TOCOPHEROL,FR
424,ARSENIC,BK
424,CALCIUM,BK
424,COPPER,BK
424,ESCULETIN,BK
424,ESCULIN,BK
424,FRAXETIN,BK
424,FRAXIN,BK
424,IRON,BK
424,MAGNESIUM,BK
424,MANGANESE,BK
424,MERCURY,BK
424,POTASSIUM,BK
424,SODIUM,BK
424,ZINC,BK
425,3-O-ALPHA-L-RHAMNOPYRANOSYL...GLUCOPYRANOSIDE,RT
425,3-O-BETA-D-GLUCOPYRANOSYL...GLUCOPYRANOSIDE,PL
425,APOVERTICINE,BU
425,BETA-SITOSTEROL,BU
425,BETA-SITOSTERYL-BETA-D-GLUCOSIDE,BU
425,CALCIUM,BU
425,CAMPESTEROL,BU
425,COPPER,BU
425,"ENT-(16S)-ATISAN-13,17-OXIDE",BU
425,"ENT-15,16-EPOXYKAURAN-17-OL",PL
425,"ENT-15BETA,16-EPOXY-KAURAN-17-OL",BU
425,"ENT-16-ATISAN-13,17-OXIDE",PL
425,ENT-16-HYDROXYKAURAN-17-YL-ENT-LAUR-15-EN-17-OATE,PL
425,ENT-16ALPHA-METHOXYKAURAN-17-OL,BU
425,"ENT-16BETA,17-EPOXY-KAURANE",BU
425,"ENT-16BETA-HYDROXY-KAURA-17-YL-ENT-15,16-EPOXYKAUR-17-OL",PL
425,ENT-16BETA-HYDROXY-KAURAN-17-YL-ENT-KAUR-15-EN-17-OATE,PL
425,ENT-17-NORKAURAN-16-ONE,BU
425,ENT-KAUR-15-EN-17-OL,BU
425,"ENT-KAURAN-16ALPHA,17-DIOL",BU
425,"ENT-KAURAN-16BETA,17-DIOL",BU
425,FRITILLARINE,BU
425,FRITILLINE,BU
425,HAPEPUNINE-3-O-ALPHA-L-RHAMNO...GLUCOPYRANOSIDE,PL
425,IRON,BU
425,ISOPIMARACRAN-19-OL,PL
425,ISOPIMARAN-19-OIC-ACID-METHYL-ESTER,BU
425,MAGNESIUM,BU
425,MANGANESE,BU
425,MERCURY,BU
425,PEIMIDINE,BU
425,PEIMINE,ST
425,PEIMININE,BU
425,PEIMISINE,BU
425,PEIMITIDINE,BU
425,POTASSIUM,TU
425,SODIUM,BU
425,STIGMASTEROL,BU
425,SUCCINIC-ACID,BU
425,THYMIDINE,BU
425,TRANS-COMMUNIC-ACID-METHYL-ESTER,BU
425,TRANS-COMMUNOL,BU
425,VERTICILLINE,BU
425,VERTICINE,BU
425,VERTICINONE,BU
425,ZINC,BU
426,"4-(2',4',6'-TRIHYDROXYPHENOXY)-2,2',4',6,6'-PENTAHYDROXYBIPHENYL",PL
426,"4-(2',4',6'-TRIHYDROXYPHENYL)-4',6'DIHYDROXYPHENOXY-2,2',4',6,6'-PENTAHYDROXYBIPHENYL",PL
426,ALDOBIURONIC-ACID,PL
426,ALGIN,PL
426,ALGINIC-ACID,PL
426,ALUMINUM,PL
426,ARACHIDONIC-AICD,PL
426,ARSENIC,PL
426,ASCORBIC-ACID,PL
426,BETA-CAROTENE,PL
426,BETA-SITOSTEROL,PL
426,BROMINE,PL
426,CALCIUM,PL
426,CARBOHYDRATES,PL
426,CHLOROPHYLL,PL
426,CHOLESTEROL,PL
426,CHROMIUM,PL
426,COBALT,PL
426,D-MANNITOL,PL
426,FAT,PL
426,FIBER,PL
426,FUCINIC-ACID,PL
426,FUCOIDIN,PL
426,FUCOL,PL
426,FUCOPHORETHOLS,PL
426,FUCOSE,PL
426,FUCOSTEROL,PL
426,GLUCURONOXYLOFUCAN,PL
426,"HENEICOSA-1,6,9,12,15,18-HEXAEN",PL
426,"HENEICOSA-1,6,9,12,15-PENTAEN",PL
426,IODINE,PL
426,IRON,PL
426,KILOCALORIES,PL
426,LAMINARIN,PL
426,LAURIC-ACID,PL
426,LEAD,PL
426,LUTEIN,PL
426,MAGNESIUM,PL
426,MANGANESE,PL
426,MANNITOL-DIGLUCOSIDE,PL
426,MANNITOL-MONOACETATE,PL
426,MANNITOL-MONOGLUCOSIDE,PL
426,MERCURY,PL
426,MUCILAGE,PL
426,MYRISTIC-ACID,PL
426,N-HENTRIACONTANE,PL
426,NIACIN,PL
426,OLEIC-ACID,PL
426,PALMITIC-ACID,PL
426,PHLOROGLUCINOL,PL
426,PHOSPHORUS,PL
426,PHYTOL,PL
426,PL,PL
426,POTASSIUM,PL
426,PRISTANE,PL
426,PROTEIN,PL
426,RIBOFLAVIN,PL
426,SELENIUM,PL
426,SILICON,PL
426,SODIUM,PL
426,SQUALENE,PL
426,STEARIC-ACID,PL
426,THIAMIN,PL
426,TIN,PL
426,VIOLAXANTHIN,PL
426,XANTHOPHYLL,PL
426,ZEAXANTHIN,PL
426,ZINC,PL
427,3-OCTANOL,SH
427,ALPHA-HUMULENE,SH
427,CARYOPHYLLENE-OXIDE,SH
427,COPAENE,SH
427,EO,SH
427,GALIROSIDE,PL
427,GERMACRENE-D,SH
427,GLUROSIDE,PL
427,LINALOL,SH
428,2-N-AMYLQUINOLINE,PL
428,4-METHOXY-2N-AMYLQUINOLINE,PL
428,ANGOSTURINE,LF
428,CADINENE,EO
428,CUSPAREINE,PL
